,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.02,-0.07,1.06,1.06,6.58,1.13,-11.48,1.0
1,0.01,-0.08,1.03,1.03,1.25,6.65,-4.62,1.0
2,0.01,-0.06,0.97,0.97,-5.31,6.81,-0.0,1.0
3,0.01,-0.05,0.94,0.94,-5.44,1.37,-1.63,1.0
4,0.02,-0.07,0.98,0.99,-6.28,-0.56,0.34,1.0
5,0.01,-0.04,1.0,1.0,-6.87,1.95,1.93,1.0
6,0.01,-0.07,0.98,0.98,-7.83,3.48,3.22,1.0
7,-0.04,0.06,0.85,0.86,-9.31,-2.34,3.9,1.0
8,-0.06,0.01,0.9,0.9,-19.85,-24.3,-13.29,1.0
9,-0.1,0.09,1.07,1.08,-19.74,-37.25,-22.13,1.0
10,0.05,0.08,1.1,1.11,-19.19,-21.86,-33.24,1.0
11,0.04,-0.01,1.07,1.07,-10.27,-1.51,-16.99,1.0
12,-0.03,-0.04,1.06,1.06,-0.37,8.34,3.97,1.0
13,-0.03,-0.09,1.05,1.05,-4.31,9.8,9.49,1.0
14,0.04,-0.06,1.04,1.04,-3.33,13.34,24.49,1.0
15,0.07,-0.03,1.06,1.06,7.39,18.76,33.32,1.0
16,0.05,0.03,1.04,1.04,11.71,24.09,16.17,1.0
17,0.03,-0.04,0.97,0.97,7.7,11.05,-9.58,1.0
18,-0.01,-0.07,0.92,0.92,-6.81,-10.76,-4.14,1.0
19,-0.02,-0.08,0.94,0.94,-39.02,-11.21,2.87,1.0
20,0.06,-0.0,0.88,0.88,-54.23,-20.64,9.61,1.0
21,0.12,0.13,0.97,0.98,-68.09,-27.69,0.1,1.0
22,-0.13,-0.02,0.93,0.94,-111.81,-7.31,-23.35,1.0
23,0.29,-0.06,0.89,0.94,-123.44,-20.42,-7.91,1.0
24,0.39,-0.15,0.97,1.06,-193.78,-1.09,6.77,1.0
25,-0.02,0.23,0.88,0.91,-42.98,195.38,2.37,1.0
26,0.21,-0.35,0.33,0.52,-48.38,103.17,-162.18,1.0
27,0.51,-0.08,0.37,0.64,-196.37,42.24,-4.41,1.0
28,0.54,0.42,1.0,1.21,-110.5,201.1,38.52,7.0
29,1.2,-0.22,-0.72,1.42,-32.41,-64.58,-33.64,7.0
30,0.96,-0.01,0.07,0.96,30.34,-39.37,-0.11,7.0
31,0.89,0.11,-0.01,0.9,0.79,-0.28,-0.99,7.0
32,0.89,0.12,0.0,0.9,-0.09,0.15,-0.73,7.0
33,0.89,0.12,0.0,0.9,-0.14,0.18,-0.73,7.0
34,0.89,0.12,0.0,0.9,-0.34,-0.21,-0.51,7.0
35,0.88,0.13,0.0,0.89,-0.26,0.16,-0.83,7.0
36,0.89,0.12,0.0,0.89,-1.13,-0.66,-0.48,7.0
37,0.89,0.12,0.0,0.9,-0.19,0.05,-0.67,7.0
38,0.87,0.15,0.01,0.89,2.35,1.07,-1.34,7.0
39,0.89,0.12,0.0,0.9,0.66,0.76,-0.96,7.0
40,0.89,0.12,0.0,0.9,-0.14,0.21,-0.7,7.0
41,0.89,0.12,0.0,0.9,-0.16,0.19,-0.7,7.0
42,0.89,0.12,0.0,0.9,-0.12,0.15,-0.7,7.0
43,0.89,0.12,0.0,0.9,-0.15,0.2,-0.67,7.0
44,0.89,0.12,0.0,0.9,-0.17,0.14,-0.69,7.0
45,0.89,0.12,0.0,0.9,-0.17,0.18,-0.71,5.0
46,0.89,0.12,0.0,0.9,-0.16,0.2,-0.7,5.0
47,0.89,0.12,0.0,0.9,-0.13,0.15,-0.7,5.0
48,0.89,0.12,0.0,0.9,-0.18,0.18,-0.71,5.0
49,0.89,0.12,0.0,0.9,-0.16,0.23,-0.7,5.0
50,0.89,0.12,0.0,0.9,-0.14,0.18,-0.68,5.0
51,0.89,0.12,0.0,0.9,-0.13,0.21,-0.68,5.0
52,0.89,0.12,0.0,0.9,-0.16,0.15,-0.71,5.0
53,0.89,0.12,0.0,0.9,-0.16,0.15,-0.65,5.0
54,0.89,0.12,0.0,0.9,-0.15,0.18,-0.64,5.0
55,0.89,0.12,0.0,0.9,-0.18,0.17,-0.68,5.0
56,0.89,0.12,0.0,0.9,-0.1,0.14,-0.53,5.0
57,0.89,0.12,0.0,0.9,-0.33,0.09,-1.12,5.0
58,0.89,0.13,0.0,0.9,-0.24,0.21,-1.09,6.0
59,0.89,0.12,0.0,0.9,-0.15,0.21,-0.76,6.0
60,0.89,0.12,0.0,0.9,-0.16,0.19,-0.7,6.0
61,0.89,0.12,-0.0,0.9,0.18,-0.1,-0.67,6.0
62,0.89,0.12,0.0,0.9,0.13,-0.17,-0.64,6.0
63,0.96,0.08,0.02,0.97,1.32,0.45,4.49,6.0
64,0.99,0.03,-0.04,0.99,2.84,-6.73,31.21,6.0
65,0.75,0.28,-0.19,0.82,5.42,8.67,35.47,6.0
66,0.9,0.13,-0.11,0.91,5.84,-12.54,17.25,6.0
67,0.79,0.28,-0.34,0.91,10.86,-64.96,11.82,6.0
68,0.84,0.06,-0.16,0.85,15.19,-114.4,-3.21,6.0
69,0.66,0.05,0.18,0.69,17.64,-141.11,-2.75,6.0
70,0.44,-0.0,0.5,0.67,22.1,-132.45,4.39,6.0
71,0.23,0.08,0.7,0.75,18.13,-110.61,7.25,6.0
