,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.02,-0.09,1.03,1.04,-3.72,-8.47,-4.28,1.0
1,0.02,-0.08,1.07,1.07,-1.8,-6.03,-3.08,1.0
2,0.01,-0.09,1.07,1.07,-2.0,-2.29,-2.23,1.0
3,-0.18,0.04,0.98,0.99,-11.99,-16.24,-10.98,1.0
4,-0.12,0.03,1.1,1.11,-28.83,-34.94,-26.82,1.0
5,-0.02,-0.06,1.09,1.09,-40.56,-12.21,-26.49,1.0
6,0.03,-0.1,1.08,1.08,-22.47,-2.45,0.84,1.0
7,0.12,-0.05,1.07,1.07,-7.73,10.67,18.58,1.0
8,0.12,-0.08,1.04,1.05,-2.25,19.58,20.53,1.0
9,0.09,-0.06,1.04,1.04,5.67,17.56,22.38,1.0
10,0.07,-0.0,1.01,1.02,-6.62,1.18,14.09,1.0
11,-0.02,-0.06,1.04,1.04,-15.0,-5.12,5.2,1.0
12,-0.04,-0.03,0.99,0.99,-12.11,-4.63,4.42,1.0
13,-0.08,-0.02,1.0,1.0,-20.45,3.15,-6.38,1.0
14,-0.01,0.03,0.92,0.92,-23.99,-5.88,-12.42,1.0
15,-0.02,-0.0,0.92,0.92,-46.15,-13.4,-16.1,1.0
16,0.14,-0.05,0.96,0.97,-80.75,-25.2,-14.16,1.0
17,0.33,-0.2,0.94,1.02,-109.91,-30.42,14.59,1.0
18,0.39,0.14,1.1,1.17,-20.69,1.04,22.31,1.0
19,-1.03,-1.82,0.59,2.17,-73.25,37.43,7.11,1.0
20,0.17,-0.34,0.89,0.97,-156.5,31.36,-94.6,7.0
21,0.42,-0.05,0.8,0.9,-221.3,68.76,-16.9,7.0
22,0.55,0.44,0.83,1.09,-158.63,231.41,20.16,7.0
23,1.49,0.56,0.81,1.78,-16.71,248.54,44.4,7.0
24,0.94,0.41,1.22,1.6,-96.13,85.69,-48.98,7.0
25,1.16,0.07,0.26,1.19,111.07,-162.83,51.35,7.0
26,0.9,0.13,-0.08,0.91,18.41,12.4,-1.94,7.0
27,0.89,0.12,-0.0,0.9,0.34,0.46,-0.73,7.0
28,0.89,0.12,0.0,0.9,-0.1,-0.31,-0.02,7.0
29,0.88,0.13,0.0,0.89,-3.06,-2.04,0.96,7.0
30,0.88,0.13,0.0,0.89,-1.36,-0.55,0.62,7.0
31,0.88,0.12,0.0,0.89,-2.23,-0.76,-0.61,7.0
32,0.89,0.12,0.0,0.9,1.55,1.45,-1.31,7.0
33,0.89,0.12,0.0,0.9,-0.1,0.18,-0.79,7.0
34,0.89,0.12,0.0,0.9,-0.19,0.21,-0.78,7.0
35,0.89,0.12,0.0,0.9,-0.22,0.16,-0.7,7.0
36,0.89,0.12,0.0,0.9,-0.18,0.19,-0.7,7.0
37,0.89,0.12,0.0,0.9,-0.16,0.18,-0.74,7.0
38,0.89,0.12,0.0,0.9,-0.16,0.19,-0.69,7.0
39,0.89,0.12,0.0,0.9,-0.14,0.21,-0.7,7.0
40,0.89,0.12,0.0,0.9,-0.13,0.21,-0.71,5.0
41,0.89,0.12,0.0,0.9,-0.17,0.14,-0.7,5.0
42,0.89,0.12,0.0,0.9,-0.13,0.17,-0.74,5.0
43,0.89,0.12,0.0,0.9,-0.17,0.14,-0.69,5.0
44,0.89,0.12,0.0,0.9,-0.17,0.17,-0.71,5.0
45,0.89,0.12,0.0,0.9,-0.15,0.18,-0.69,5.0
46,0.89,0.12,0.0,0.9,-0.14,0.18,-0.7,5.0
47,0.89,0.12,0.0,0.9,-0.11,0.14,-0.58,5.0
48,0.89,0.12,0.0,0.9,-0.16,0.14,-0.67,5.0
49,0.89,0.12,0.0,0.9,-0.17,0.14,-0.67,5.0
50,0.89,0.12,0.0,0.9,-0.06,0.24,-0.57,5.0
51,0.89,0.12,0.0,0.9,-0.1,0.13,-0.42,5.0
52,0.89,0.12,0.0,0.9,-0.2,0.08,-0.57,5.0
53,0.89,0.12,0.0,0.9,-0.28,0.23,-0.99,5.0
54,0.89,0.12,0.0,0.9,-0.11,0.23,-0.78,5.0
55,0.89,0.12,0.0,0.9,-0.05,0.27,-0.47,5.0
56,0.86,0.22,-0.0,0.88,-5.67,-2.7,-59.75,5.0
57,0.9,0.11,0.0,0.9,-0.65,0.02,-3.51,5.0
58,0.89,0.12,0.0,0.9,-0.2,0.2,-1.23,6.0
59,0.89,0.12,0.0,0.9,-0.16,0.18,-0.81,6.0
60,0.89,0.12,0.0,0.9,-0.18,0.21,-0.73,6.0
61,0.89,0.12,0.0,0.9,-0.14,0.2,-0.7,6.0
62,0.89,0.12,0.0,0.9,-0.17,0.19,-0.71,6.0
63,0.89,0.12,0.0,0.9,-0.12,0.15,-0.72,6.0
64,0.89,0.12,0.0,0.9,0.06,0.03,-0.67,6.0
65,0.89,0.12,0.0,0.9,0.38,-0.31,-0.67,6.0
66,0.89,0.11,-0.02,0.9,1.35,-2.32,-0.25,6.0
67,0.89,0.09,-0.12,0.9,6.87,-16.03,10.75,6.0
68,0.81,0.17,-0.04,0.83,6.41,-17.11,0.31,6.0
69,0.79,0.14,-0.12,0.81,5.05,-49.96,1.15,6.0
70,0.7,0.1,-0.03,0.71,13.63,-61.88,-6.79,6.0
71,0.62,0.04,0.11,0.64,4.35,-73.65,-5.3,6.0
72,0.5,-0.06,0.23,0.55,10.87,-60.95,4.19,6.0
73,0.38,0.08,0.3,0.49,12.48,-53.47,14.12,6.0
74,0.29,0.13,0.33,0.46,9.74,-51.42,9.02,6.0
75,0.23,0.01,0.32,0.4,9.28,-56.18,-0.41,6.0
