,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.0,0.0,1.07,1.07,-2.26,0.07,0.72,1.0
1,-0.01,0.03,1.04,1.04,3.08,5.84,0.4,1.0
2,-0.0,0.05,0.99,0.99,7.41,5.59,-4.3,1.0
3,-0.0,-0.0,1.03,1.03,7.85,5.03,1.2,1.0
4,-0.01,-0.0,0.99,0.99,2.81,1.84,-3.62,1.0
5,0.0,0.01,1.01,1.01,-6.77,-16.25,-2.47,1.0
6,0.01,-0.01,1.09,1.09,-10.21,-5.31,-2.66,1.0
7,-0.0,-0.0,1.07,1.07,0.64,5.01,-1.93,1.0
8,0.01,0.01,1.02,1.02,11.19,11.64,-3.68,1.0
9,0.0,-0.02,0.98,0.98,14.19,10.26,-4.4,1.0
10,0.01,-0.05,1.01,1.01,0.51,-0.6,-3.88,1.0
11,-0.01,-0.01,0.99,0.99,-8.51,-4.26,-3.64,1.0
12,-0.11,0.03,0.85,0.86,-23.31,-22.29,-14.46,1.0
13,-0.05,0.14,1.12,1.13,-25.13,-59.17,-20.83,1.0
14,-0.03,0.13,1.09,1.1,-2.19,-36.45,-23.19,1.0
15,-0.04,0.1,1.06,1.06,-24.8,4.47,-7.07,1.0
16,-0.06,0.06,1.07,1.07,-29.99,15.22,21.32,1.0
17,-0.07,0.09,1.06,1.07,-24.29,20.42,38.57,1.0
18,0.0,0.1,1.1,1.1,-4.02,15.85,44.39,1.0
19,0.06,0.16,1.09,1.1,16.13,16.57,42.85,1.0
20,-0.02,0.13,1.03,1.03,25.77,7.16,22.46,1.0
21,0.05,0.1,1.01,1.01,18.21,9.06,10.81,1.0
22,0.07,0.22,1.0,1.02,-11.51,-8.19,-8.88,1.0
23,-0.16,0.09,1.03,1.05,-18.77,7.18,-9.06,1.0
24,0.02,0.18,1.06,1.08,-23.15,-1.02,-11.93,1.0
25,-0.01,0.15,1.02,1.03,-6.38,4.33,-11.11,1.0
26,0.01,0.1,0.94,0.94,5.42,16.33,-6.62,1.0
27,0.15,-0.01,0.83,0.84,-24.47,-4.91,6.84,1.0
28,-0.03,0.01,0.92,0.92,-55.18,8.08,14.72,1.0
29,-0.01,0.16,0.96,0.98,-48.42,1.08,10.41,1.0
30,-0.01,0.31,1.11,1.15,-43.76,3.45,-17.5,1.0
31,-0.14,0.07,0.98,1.0,-66.66,22.44,-26.34,1.0
32,0.09,-0.01,0.87,0.88,-97.94,3.4,-1.42,1.0
33,0.5,0.08,0.87,1.0,-158.6,-12.87,-9.36,1.0
34,0.37,0.02,0.75,0.83,-233.17,14.43,-32.96,1.0
35,0.58,0.27,0.73,0.97,50.89,233.68,-56.52,7.0
36,0.69,-0.24,0.45,0.86,-94.53,121.21,-70.5,7.0
37,0.95,0.21,0.97,1.38,-176.14,248.54,55.27,7.0
38,1.33,-0.16,1.0,1.67,-52.88,16.17,-33.84,7.0
39,0.88,0.12,-0.05,0.89,21.0,10.49,-10.17,7.0
40,0.88,0.12,0.0,0.89,0.68,0.56,-0.9,7.0
41,0.88,0.13,0.0,0.89,-1.36,-0.74,-0.61,7.0
42,0.88,0.12,0.0,0.89,-2.11,-1.34,0.36,7.0
43,0.86,0.17,0.0,0.87,-0.68,-0.14,2.58,7.0
44,0.89,0.11,0.0,0.9,0.7,0.53,0.46,7.0
45,0.88,0.13,0.01,0.89,0.27,0.53,-0.72,7.0
46,0.88,0.13,0.0,0.89,-0.03,0.3,-0.69,7.0
47,0.88,0.13,0.0,0.89,-0.07,0.23,-0.71,7.0
48,0.88,0.12,0.0,0.89,-0.1,0.24,-0.7,5.0
49,0.88,0.13,0.0,0.89,-0.13,0.24,-0.7,5.0
50,0.88,0.13,0.0,0.89,-0.11,0.2,-0.7,5.0
51,0.88,0.12,0.0,0.89,-0.12,0.19,-0.69,5.0
52,0.88,0.12,0.0,0.89,-0.14,0.17,-0.7,5.0
53,0.88,0.13,0.0,0.89,-0.17,0.11,-0.68,5.0
54,0.88,0.13,0.0,0.89,-1.07,-0.5,-0.56,5.0
55,0.88,0.13,0.0,0.89,-1.04,-0.42,-0.34,5.0
56,0.88,0.12,0.0,0.89,-0.55,0.02,0.66,5.0
57,0.88,0.13,0.01,0.89,0.93,0.95,-0.73,6.0
58,0.88,0.13,0.0,0.89,-0.03,0.31,-0.7,6.0
59,0.89,0.13,-0.0,0.9,0.19,-0.04,-0.72,6.0
