,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.0,0.02,1.1,1.1,-2.12,6.26,-0.79,1.0
1,0.0,0.02,1.07,1.07,-0.37,2.97,-1.38,1.0
2,-0.0,0.01,1.06,1.06,0.67,0.07,-0.41,1.0
3,-0.03,-0.06,1.08,1.08,-6.46,-1.3,8.79,1.0
4,-0.03,-0.07,1.11,1.11,-19.0,2.23,20.62,1.0
5,0.03,-0.01,1.1,1.1,-18.0,-0.16,15.18,1.0
6,0.06,0.03,1.13,1.13,4.41,-4.49,-2.53,1.0
7,0.08,0.02,1.15,1.15,25.43,5.82,-20.11,1.0
8,-0.04,-0.09,1.08,1.08,25.28,10.04,-18.12,1.0
9,-0.01,-0.09,1.05,1.05,9.92,-5.4,-1.25,1.0
10,0.01,-0.04,1.07,1.08,-15.69,3.98,9.38,1.0
11,-0.02,-0.04,1.07,1.07,-39.77,11.35,2.69,1.0
12,0.04,-0.01,1.04,1.04,-22.92,-0.73,2.1,1.0
13,-0.0,-0.0,1.09,1.09,-11.69,-3.82,-2.45,1.0
14,0.06,0.03,1.05,1.05,-4.8,-8.11,-8.06,1.0
15,-0.06,-0.0,1.08,1.09,-7.5,2.87,-12.77,1.0
16,0.02,-0.01,1.06,1.06,-6.99,-2.58,-6.91,1.0
17,0.06,-0.01,1.06,1.06,-4.51,-3.87,4.23,1.0
18,-0.03,0.01,1.05,1.05,-3.08,7.59,10.04,1.0
19,-0.06,0.04,1.03,1.03,-7.28,8.2,8.31,1.0
20,-0.01,0.04,1.05,1.05,-21.01,-4.12,-3.72,1.0
21,0.1,0.02,1.08,1.09,-6.89,-6.54,-6.3,1.0
22,0.01,0.07,1.04,1.04,6.2,-4.96,-7.01,1.0
23,-0.13,-0.02,1.1,1.11,5.4,5.62,-7.99,1.0
24,-0.06,-0.02,1.06,1.06,-10.45,6.32,-2.84,1.0
25,0.05,-0.0,1.08,1.09,-0.61,-2.98,4.35,1.0
26,0.02,-0.02,1.06,1.06,7.65,6.36,12.66,1.0
27,-0.01,0.01,1.05,1.05,-3.09,5.16,8.99,1.0
28,-0.05,-0.0,1.03,1.03,-9.63,-11.99,-0.34,1.0
29,0.06,0.0,1.07,1.07,-6.51,-18.42,-3.98,1.0
30,0.11,0.06,1.05,1.06,3.28,-1.43,-5.82,1.0
31,0.01,0.05,1.1,1.1,-3.11,2.75,-13.8,1.0
32,-0.01,0.01,1.05,1.05,-2.64,7.93,-11.16,1.0
33,0.1,0.02,1.03,1.03,15.51,-1.62,-0.27,1.0
34,0.0,0.02,1.05,1.05,21.14,11.09,6.65,1.0
35,-0.16,-0.03,1.02,1.03,13.33,15.51,17.76,1.0
36,-0.01,0.01,0.99,0.99,7.59,-5.65,5.35,1.0
37,0.04,0.04,0.99,1.0,0.35,2.22,-7.13,1.0
38,0.01,0.02,1.0,1.0,41.86,7.23,-4.18,1.0
39,0.01,-0.07,1.17,1.17,92.39,39.67,6.78,1.0
40,0.08,-0.15,1.13,1.14,63.22,130.48,15.46,1.0
41,0.14,0.12,0.68,0.7,24.91,112.4,21.76,1.0
42,0.42,0.36,0.84,1.01,17.97,109.0,72.78,1.0
