,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,-0.08,1.05,1.05,-0.28,1.52,-3.53,1.0
1,0.01,-0.03,1.07,1.07,-6.94,3.78,-11.05,1.0
2,0.04,-0.04,1.04,1.04,-8.34,-0.83,-16.2,1.0
3,0.02,-0.03,1.06,1.06,-8.16,-8.18,-15.5,1.0
4,0.01,-0.0,1.07,1.07,-6.66,-7.89,-15.52,1.0
5,-0.05,-0.03,1.09,1.09,-4.32,-11.21,-19.95,1.0
6,-0.03,-0.06,1.15,1.15,2.73,-10.97,-18.56,1.0
7,-0.04,-0.13,1.14,1.15,6.8,-9.87,-16.36,1.0
8,0.03,-0.12,1.19,1.2,29.33,-5.07,4.35,1.0
9,0.02,-0.1,1.11,1.12,13.56,0.42,25.93,1.0
10,0.06,-0.05,1.2,1.21,-9.99,9.82,30.79,1.0
11,0.02,-0.1,1.09,1.1,-5.11,10.53,30.18,1.0
12,0.1,-0.03,1.14,1.14,-10.9,-3.46,32.43,1.0
13,0.1,0.02,1.24,1.24,-6.14,-4.96,21.28,1.0
14,0.09,-0.02,1.1,1.11,-3.83,-0.61,23.93,1.0
15,0.02,-0.06,1.01,1.01,-57.65,6.18,14.59,1.0
16,-0.01,-0.01,1.08,1.08,-18.23,2.12,-2.66,1.0
17,0.08,-0.06,1.15,1.15,-8.3,-3.73,1.57,1.0
18,0.07,-0.05,1.17,1.17,-22.33,8.8,12.75,1.0
19,0.07,-0.1,1.11,1.12,-10.1,1.87,21.54,1.0
20,0.02,-0.08,0.96,0.96,-24.07,-0.32,19.43,1.0
21,0.03,-0.07,1.02,1.02,-4.39,-4.96,16.89,1.0
22,-0.13,-0.04,1.03,1.04,-43.21,-14.45,19.81,1.0
23,0.01,-0.03,1.0,1.0,-69.99,-5.85,-12.79,1.0
24,0.15,-0.07,0.99,1.0,-82.04,-0.87,-24.64,1.0
25,0.18,-0.17,1.06,1.09,-95.06,34.43,-3.56,1.0
26,0.09,-0.24,0.9,0.94,-86.66,68.41,19.07,1.0
27,-0.46,-0.16,0.91,1.04,-45.9,47.57,5.14,1.0
28,0.12,-0.22,0.94,0.97,-33.05,89.44,-35.47,1.0
29,0.35,-0.12,0.63,0.73,-88.24,118.29,-8.85,1.0
30,0.53,0.15,0.37,0.66,-20.88,152.2,-9.12,7.0
31,0.99,0.13,0.77,1.26,-48.99,207.07,-9.61,7.0
32,1.3,0.15,-0.88,1.57,-10.58,58.6,1.79,7.0
33,0.9,0.09,-0.13,0.92,-0.53,2.9,0.06,7.0
34,0.89,0.09,-0.11,0.9,-0.24,1.07,-0.08,7.0
35,0.89,0.09,-0.11,0.9,-0.22,1.01,-0.01,7.0
36,0.89,0.09,-0.11,0.9,-0.23,1.01,-0.01,7.0
37,0.89,0.09,-0.11,0.9,-0.24,1.05,-0.06,7.0
38,0.89,0.09,-0.11,0.9,-0.24,1.04,-0.04,7.0
39,0.89,0.09,-0.11,0.9,-0.31,0.69,0.08,7.0
40,0.89,0.09,-0.11,0.9,-0.37,0.82,-0.06,7.0
41,0.89,0.09,-0.11,0.9,-0.29,0.95,-0.02,7.0
42,0.89,0.09,-0.11,0.9,-0.3,1.0,-0.02,7.0
43,0.89,0.09,-0.11,0.9,-0.28,1.04,0.0,7.0
44,0.89,0.09,-0.11,0.9,-0.39,0.93,-0.01,7.0
45,0.89,0.09,-0.11,0.9,-0.48,0.85,0.03,7.0
46,0.89,0.09,-0.11,0.9,-1.16,0.65,0.14,7.0
47,0.89,0.09,-0.11,0.9,1.16,1.74,-0.25,7.0
48,0.89,0.09,-0.11,0.9,-0.02,1.15,-0.02,7.0
49,0.89,0.09,-0.11,0.9,0.01,1.2,-0.09,7.0
50,0.89,0.09,-0.11,0.9,0.07,1.28,-0.08,7.0
51,0.89,0.09,-0.11,0.9,-0.19,1.07,-0.08,7.0
52,0.89,0.09,-0.11,0.9,-0.21,1.06,-0.04,5.0
53,0.89,0.09,-0.11,0.9,-0.22,1.06,-0.04,5.0
54,0.89,0.09,-0.11,0.9,-0.2,1.02,-0.03,5.0
55,0.89,0.09,-0.11,0.9,-0.21,1.04,-0.08,5.0
56,0.89,0.09,-0.11,0.9,-0.21,0.99,-0.07,5.0
57,0.89,0.09,-0.11,0.9,-0.19,1.02,0.01,5.0
58,0.89,0.09,-0.11,0.9,-0.23,1.13,-0.02,5.0
59,0.89,0.09,-0.11,0.9,-0.22,1.04,0.01,5.0
60,0.89,0.09,-0.11,0.9,-1.05,0.45,0.04,5.0
61,0.89,0.09,-0.11,0.9,-0.7,0.72,0.04,5.0
62,0.89,0.09,-0.11,0.9,-0.29,0.61,-0.08,5.0
63,0.89,0.08,-0.11,0.9,2.65,1.44,-0.32,6.0
64,0.89,0.09,-0.17,0.91,-1.23,-6.33,0.12,6.0
65,0.86,0.11,-0.12,0.88,3.58,-16.73,0.97,6.0
66,0.81,0.11,-0.27,0.87,11.65,-46.69,3.25,6.0
67,0.75,0.07,-0.15,0.77,13.17,-76.24,-0.36,6.0
68,0.63,0.02,-0.02,0.63,19.15,-90.4,2.63,6.0
69,0.48,0.01,0.12,0.5,19.81,-93.25,2.74,6.0
70,0.35,-0.02,0.24,0.42,19.12,-93.18,4.16,6.0
71,0.24,-0.02,0.42,0.48,18.4,-89.69,4.91,6.0
72,0.14,-0.03,0.68,0.69,15.84,-75.19,1.73,6.0
73,0.08,-0.05,0.75,0.76,13.4,-60.69,-0.36,6.0
