,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.03,-0.05,1.13,1.13,1.6,-0.06,-2.94,1.0
1,0.02,-0.07,1.12,1.13,4.15,1.72,-3.95,1.0
2,0.02,-0.07,1.11,1.12,4.07,2.41,-1.44,1.0
3,0.03,-0.04,1.11,1.11,0.13,2.21,-2.53,1.0
4,0.01,-0.04,1.11,1.11,-1.05,0.32,-4.0,1.0
5,0.04,-0.04,1.12,1.12,-1.96,-0.78,-5.17,1.0
6,0.03,-0.03,1.1,1.1,-5.51,-2.59,-9.21,1.0
7,0.03,-0.02,1.13,1.13,-6.85,-3.46,-14.33,1.0
8,0.0,-0.03,1.13,1.13,-1.26,-5.85,-19.09,1.0
9,-0.02,-0.04,1.14,1.15,0.44,-5.36,-22.53,1.0
10,-0.03,-0.06,1.13,1.13,-0.04,-9.11,-19.65,1.0
11,0.03,-0.07,1.19,1.2,2.51,-10.08,-6.46,1.0
12,0.06,-0.09,1.15,1.16,7.21,-0.91,15.26,1.0
13,-0.03,-0.07,1.13,1.14,8.72,2.78,28.52,1.0
14,-0.0,-0.08,1.22,1.23,-1.38,10.27,22.31,1.0
15,-0.02,-0.03,1.1,1.1,-14.07,-5.04,19.51,1.0
16,-0.12,-0.13,1.17,1.18,-15.11,-11.78,10.56,1.0
17,0.1,-0.02,1.24,1.24,4.68,-5.21,4.72,1.0
18,0.1,-0.03,1.21,1.22,1.29,4.28,10.09,1.0
19,0.02,-0.02,1.12,1.12,3.2,4.65,10.21,1.0
20,-0.05,-0.09,1.18,1.18,6.91,12.15,5.57,1.0
21,-0.01,-0.0,1.18,1.19,-4.95,4.0,4.79,1.0
22,-0.01,-0.06,1.26,1.26,-0.01,-6.03,-0.57,1.0
23,0.05,-0.05,1.17,1.17,13.37,-6.94,2.03,1.0
24,0.08,-0.02,1.13,1.13,-19.22,3.94,10.2,1.0
25,0.07,0.04,1.2,1.21,-23.9,6.88,-3.69,1.0
26,0.04,-0.05,1.13,1.14,-15.84,5.91,-2.28,1.0
27,0.04,-0.06,1.11,1.11,-9.55,-13.63,-2.6,1.0
28,0.04,-0.08,1.15,1.16,-35.57,-14.82,4.74,1.0
29,0.03,-0.09,1.13,1.14,-28.55,-11.66,17.88,1.0
30,0.08,-0.11,1.14,1.15,-33.36,-3.78,36.33,1.0
31,0.01,0.01,1.11,1.11,-45.0,1.05,21.37,1.0
32,0.08,-0.02,1.03,1.04,-55.65,12.87,-7.31,1.0
33,0.09,-0.03,1.1,1.1,-94.68,25.97,-23.03,1.0
34,0.14,-0.23,1.17,1.2,-57.81,66.38,-74.36,1.0
35,0.23,-0.21,0.83,0.89,-95.58,67.35,-50.91,1.0
36,0.29,-0.21,0.55,0.66,-161.86,37.35,-16.58,1.0
37,0.29,0.23,0.92,0.99,-185.54,134.09,31.39,1.0
38,0.73,0.33,1.05,1.32,-97.31,237.49,20.78,7.0
39,2.45,-0.07,-0.94,2.63,247.94,15.51,33.12,7.0
40,0.98,0.13,1.01,1.41,55.31,19.22,17.16,7.0
41,0.68,0.37,-0.16,0.79,62.72,0.6,-2.4,7.0
42,0.88,0.12,-0.02,0.89,3.37,0.58,-0.57,7.0
43,0.88,0.12,0.0,0.89,-0.08,0.18,-0.7,7.0
44,0.88,0.12,0.0,0.89,-0.17,0.18,-0.74,7.0
45,0.88,0.12,0.0,0.89,-0.15,0.2,-0.7,7.0
46,0.88,0.13,0.0,0.89,-0.25,0.12,-0.77,7.0
47,0.88,0.12,0.0,0.89,-0.69,-0.14,-0.58,7.0
48,0.88,0.13,0.0,0.89,-0.51,0.1,-0.81,7.0
49,0.88,0.13,0.0,0.89,-0.52,-0.04,-0.67,7.0
50,0.88,0.13,0.0,0.89,-1.03,-0.19,-0.14,7.0
51,0.88,0.13,0.0,0.89,-0.21,0.07,-0.52,7.0
52,0.88,0.13,0.0,0.89,0.13,0.3,-0.8,7.0
53,0.88,0.13,0.0,0.89,0.01,0.24,-0.73,7.0
54,0.88,0.12,0.0,0.89,0.02,0.27,-0.73,7.0
55,0.88,0.13,0.0,0.89,-1.27,-0.68,-0.53,5.0
56,0.88,0.13,0.0,0.89,-0.36,0.05,-0.69,5.0
57,0.88,0.13,0.0,0.89,-0.54,0.03,-0.67,5.0
58,0.88,0.13,0.0,0.89,-0.61,0.1,-0.17,5.0
59,0.88,0.13,0.0,0.89,0.36,0.11,-0.74,5.0
60,0.88,0.12,0.0,0.89,0.74,0.88,-0.89,6.0
61,0.88,0.12,0.0,0.89,-0.1,0.24,-0.71,6.0
62,0.88,0.12,0.0,0.89,-0.17,0.2,-0.67,6.0
63,0.88,0.12,0.0,0.89,-0.2,0.23,-0.73,6.0
64,0.88,0.12,0.0,0.89,0.03,0.18,-0.76,6.0
65,0.86,0.18,-0.02,0.88,4.62,-2.79,-3.5,6.0
66,0.8,0.26,-0.13,0.85,30.42,-18.26,-14.34,6.0
67,0.89,-0.07,-0.2,0.92,48.52,-55.12,-11.89,6.0
68,0.76,-0.12,0.06,0.78,55.56,-69.03,1.04,6.0
69,0.66,-0.16,0.19,0.7,51.51,-71.21,8.17,6.0
70,0.52,-0.2,0.35,0.65,42.54,-66.52,9.59,6.0
71,0.39,-0.24,0.4,0.61,38.28,-60.26,6.87,6.0
72,0.34,-0.31,0.56,0.73,35.88,-55.67,6.87,6.0
73,0.3,-0.36,0.67,0.82,25.3,-48.91,0.27,6.0
74,0.23,-0.38,0.73,0.86,19.59,-42.16,15.8,6.0
