,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.04,-0.16,1.02,1.03,1.76,-0.09,-10.46,1.0
1,0.03,-0.18,1.02,1.04,4.24,5.25,-10.43,1.0
2,0.03,-0.18,1.01,1.03,6.35,-0.68,-3.58,1.0
3,0.04,-0.18,0.99,1.0,5.67,8.17,0.27,1.0
4,0.04,-0.18,1.02,1.03,5.99,4.54,1.61,1.0
5,0.03,-0.14,1.05,1.05,5.91,8.02,-2.4,1.0
6,0.04,-0.12,1.05,1.06,11.14,14.07,-10.49,1.0
7,0.04,-0.09,1.01,1.01,20.75,13.46,-18.35,1.0
8,0.04,-0.09,0.98,0.98,19.49,3.39,-19.19,1.0
9,0.02,-0.11,0.98,0.99,8.03,-0.65,-15.19,1.0
10,0.01,-0.12,1.0,1.01,-7.04,-0.69,-13.46,1.0
11,-0.07,-0.17,1.02,1.03,-6.5,2.24,-11.62,1.0
12,-0.08,-0.2,1.04,1.07,4.13,-2.54,-9.08,1.0
13,0.0,-0.2,1.05,1.07,3.11,-9.75,1.38,1.0
14,0.01,-0.2,0.98,1.0,8.63,-11.99,18.96,1.0
15,0.02,-0.19,0.99,1.01,-14.81,-11.9,36.76,1.0
16,0.06,-0.1,1.16,1.16,-9.91,-14.61,38.87,1.0
17,0.01,-0.14,1.03,1.04,-11.77,4.96,27.61,1.0
18,0.03,-0.13,1.05,1.06,-13.74,-4.68,25.48,1.0
19,0.14,-0.11,1.03,1.05,6.79,10.79,12.2,1.0
20,0.05,-0.13,1.01,1.02,-7.75,6.16,13.34,1.0
21,0.02,-0.12,1.0,1.01,-25.46,0.78,18.03,1.0
22,0.16,-0.11,0.97,0.99,-4.03,-11.66,8.13,1.0
23,0.09,-0.13,0.97,0.98,-21.83,-15.93,12.64,1.0
24,0.07,-0.15,1.05,1.06,-51.49,6.2,4.63,1.0
25,0.13,-0.2,0.99,1.01,-46.98,26.65,-12.04,1.0
26,0.13,-0.27,0.91,0.96,-69.86,39.82,-9.07,1.0
27,0.14,-0.27,0.77,0.83,-105.12,38.97,-7.53,1.0
28,-0.17,-0.31,0.89,0.96,-120.78,17.92,-15.78,1.0
29,0.61,-0.03,0.62,0.87,-31.92,116.12,-64.72,1.0
30,0.48,0.21,0.59,0.78,-101.76,133.65,12.63,7.0
31,0.57,-0.1,-0.0,0.58,-31.82,136.14,-22.86,7.0
32,0.89,0.09,0.57,1.06,-37.0,159.71,-12.42,7.0
33,1.04,0.09,-0.75,1.29,-5.89,40.56,-2.04,7.0
34,0.9,0.09,-0.13,0.91,-0.38,2.35,-0.06,7.0
35,0.89,0.09,-0.11,0.9,-0.25,1.02,-0.02,7.0
36,0.89,0.09,-0.11,0.9,-0.25,1.04,-0.04,7.0
37,0.9,0.08,-0.11,0.91,-0.8,0.37,-3.55,7.0
38,0.89,0.09,-0.11,0.9,-0.61,0.87,-0.39,7.0
39,0.89,0.09,-0.11,0.9,-0.69,0.73,-0.08,7.0
40,0.89,0.09,-0.11,0.9,0.35,1.43,-0.01,7.0
41,0.89,0.09,-0.11,0.9,-0.83,0.47,0.13,7.0
42,0.89,0.09,-0.11,0.9,-0.44,0.91,-0.04,7.0
43,0.89,0.09,-0.11,0.9,0.07,1.15,-0.03,7.0
44,0.89,0.09,-0.11,0.9,0.21,1.21,-0.13,7.0
45,0.89,0.09,-0.11,0.9,0.46,1.65,-0.1,7.0
46,0.89,0.09,-0.11,0.9,0.07,1.24,-0.1,7.0
47,0.89,0.09,-0.11,0.9,-0.15,1.07,-0.04,7.0
48,0.89,0.09,-0.11,0.9,-0.22,1.04,-0.01,5.0
49,0.89,0.09,-0.11,0.9,-0.19,1.06,-0.06,5.0
50,0.89,0.09,-0.11,0.9,-0.2,1.08,-0.03,5.0
51,0.89,0.09,-0.11,0.9,-0.47,1.19,-0.01,5.0
52,0.89,0.09,-0.11,0.9,-0.08,0.95,-0.04,5.0
53,0.89,0.09,-0.11,0.9,-0.28,0.97,-0.02,5.0
54,0.89,0.09,-0.11,0.9,-0.49,1.16,0.02,5.0
55,0.89,0.09,-0.11,0.9,0.1,1.29,0.02,5.0
56,0.89,0.09,-0.11,0.9,0.36,1.08,-0.12,6.0
57,0.89,0.08,-0.11,0.9,1.04,-0.28,-0.02,6.0
58,0.88,0.1,-0.2,0.9,-0.17,-7.6,-0.4,6.0
59,0.86,0.07,-0.16,0.88,4.87,-18.74,-1.89,6.0
60,0.83,0.05,-0.33,0.9,13.1,-39.86,1.82,6.0
61,0.78,0.04,-0.22,0.81,16.55,-76.15,0.66,6.0
62,0.65,0.02,-0.04,0.65,17.6,-100.11,4.04,6.0
63,0.5,-0.02,0.09,0.51,21.39,-101.37,4.85,6.0
64,0.34,0.01,0.31,0.46,21.4,-99.1,3.26,6.0
65,0.23,-0.04,0.6,0.64,20.6,-84.93,1.3,6.0
66,0.11,-0.08,0.7,0.72,11.38,-58.15,3.59,6.0
67,0.06,-0.06,0.7,0.7,11.53,-42.61,1.67,6.0
68,0.04,-0.07,0.79,0.79,6.32,-37.75,1.45,6.0
69,0.02,-0.07,0.85,0.85,8.94,-30.3,1.73,6.0
