,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,-0.07,1.05,1.06,-9.58,1.32,-2.15,1.0
1,0.01,-0.06,1.06,1.06,-4.29,3.05,-2.14,1.0
2,0.01,-0.07,1.03,1.04,-1.45,4.1,-2.55,1.0
3,0.02,-0.08,1.0,1.0,0.44,1.86,-0.89,1.0
4,0.02,-0.07,1.03,1.03,-0.78,-0.77,1.72,1.0
5,0.02,-0.04,1.04,1.04,-0.77,0.24,0.46,1.0
6,-0.04,0.04,1.02,1.03,1.06,-2.59,-9.77,1.0
7,0.04,0.03,1.07,1.07,26.64,2.91,-36.58,1.0
8,-0.02,-0.08,0.99,1.0,23.24,-3.85,-43.09,1.0
9,-0.03,-0.05,1.05,1.05,9.36,-4.97,-23.44,1.0
10,-0.08,-0.02,0.94,0.95,-6.53,-6.42,-16.17,1.0
11,0.0,-0.08,1.0,1.0,-27.49,-14.66,-8.21,1.0
12,-0.03,-0.12,1.08,1.09,-41.73,13.19,8.26,1.0
13,-0.06,-0.18,1.02,1.03,16.71,25.34,15.97,1.0
14,0.1,-0.08,0.97,0.98,-1.98,17.88,29.52,1.0
15,-0.01,-0.09,1.04,1.05,1.49,11.27,29.3,1.0
16,-0.01,-0.12,1.06,1.07,38.84,22.79,24.02,1.0
17,0.02,-0.08,0.98,0.98,13.61,22.73,0.22,1.0
18,0.0,-0.14,0.94,0.95,14.7,5.4,2.94,1.0
19,0.07,-0.11,0.97,0.98,18.64,-4.51,2.33,1.0
20,0.18,-0.08,0.92,0.95,4.38,-8.92,0.55,1.0
21,-0.03,-0.12,1.0,1.01,-6.73,-11.55,8.78,1.0
22,-0.13,-0.12,1.04,1.05,-1.49,-9.92,17.69,1.0
23,0.13,-0.04,0.96,0.97,-5.01,9.13,9.79,1.0
24,0.11,-0.11,0.8,0.81,-14.13,-4.21,8.68,1.0
25,-0.08,-0.18,0.93,0.95,-43.47,-17.91,13.42,1.0
26,0.05,-0.1,0.95,0.96,-67.1,-31.15,14.75,1.0
27,0.1,-0.11,1.02,1.03,-64.47,-34.61,24.82,1.0
28,0.07,0.01,1.05,1.05,-73.13,-12.24,11.47,1.0
29,0.21,-0.03,0.99,1.02,-114.13,-2.49,-8.36,1.0
30,-0.06,-0.17,0.95,0.97,-133.14,-0.21,-10.69,1.0
31,0.08,-0.05,1.09,1.09,-105.74,-32.33,15.58,1.0
32,-0.09,-0.17,0.93,0.95,-14.69,72.67,-50.98,1.0
33,0.1,-0.04,0.91,0.91,-96.5,54.29,-44.91,1.0
34,0.32,-0.07,0.81,0.87,-162.61,61.82,-18.76,1.0
35,0.47,0.3,0.65,0.86,-103.84,151.68,1.21,1.0
36,0.96,0.19,0.79,1.26,25.81,210.71,-22.46,7.0
37,1.13,0.06,-0.59,1.27,-36.64,64.38,11.12,7.0
38,0.96,0.12,-0.08,0.97,1.88,8.57,0.63,7.0
39,0.88,0.12,0.0,0.89,-0.1,0.4,-0.66,7.0
40,0.87,0.1,0.01,0.88,-3.64,-1.3,-27.11,7.0
41,0.88,0.12,0.01,0.89,-0.89,-0.54,-1.21,7.0
42,0.88,0.12,-0.0,0.89,0.41,0.34,-0.44,7.0
43,0.88,0.13,0.01,0.89,-0.27,0.11,-0.62,7.0
44,0.88,0.12,0.0,0.89,-0.12,0.37,-1.21,7.0
45,0.88,0.13,0.01,0.89,-0.17,0.32,-0.82,7.0
46,0.88,0.12,0.0,0.89,-0.16,0.21,-0.76,7.0
47,0.88,0.13,0.0,0.89,-0.13,0.21,-0.71,7.0
48,0.88,0.12,0.0,0.89,-0.13,0.22,-0.7,7.0
49,0.88,0.12,0.0,0.89,-0.17,0.17,-0.69,7.0
50,0.88,0.12,0.0,0.89,-0.13,0.19,-0.71,7.0
51,0.88,0.12,0.0,0.89,-0.13,0.17,-0.7,7.0
52,0.88,0.13,0.0,0.89,-0.14,0.2,-0.69,5.0
53,0.88,0.12,0.0,0.89,-0.16,0.21,-0.67,5.0
54,0.88,0.13,0.0,0.89,-0.13,0.19,-0.74,5.0
55,0.88,0.13,0.0,0.89,-0.28,0.27,-0.67,5.0
56,0.88,0.12,0.0,0.89,-0.15,0.16,-0.73,5.0
57,0.88,0.12,0.0,0.89,0.23,-0.06,-0.6,5.0
58,0.88,0.12,0.0,0.89,0.09,-0.13,-0.61,5.0
59,0.88,0.12,-0.01,0.89,0.59,-0.31,-0.73,5.0
60,0.88,0.12,-0.05,0.88,-0.32,-5.29,-0.25,5.0
61,0.86,0.06,0.0,0.86,1.76,-13.18,1.65,5.0
62,0.84,0.28,0.02,0.88,-0.08,2.14,2.2,5.0
63,0.83,0.13,0.12,0.85,1.11,-9.49,-2.15,5.0
64,0.81,0.15,0.08,0.83,1.21,7.77,-3.9,5.0
65,0.88,0.04,-0.32,0.94,16.12,24.75,-5.08,5.0
66,0.89,0.08,0.08,0.9,-6.83,-4.67,-1.25,5.0
67,0.89,0.09,-0.04,0.89,2.98,3.62,-1.05,5.0
68,0.89,0.09,0.01,0.89,0.12,0.49,-0.69,5.0
69,0.88,0.09,0.0,0.89,-0.97,-0.24,-0.65,5.0
70,0.88,0.1,-0.05,0.88,0.93,-1.79,-0.94,6.0
71,0.84,0.11,-0.23,0.88,22.34,-18.91,8.23,6.0
72,0.85,-0.0,-0.21,0.88,60.66,-53.29,7.83,6.0
73,0.76,-0.05,0.07,0.77,56.41,-77.29,16.67,6.0
74,0.59,-0.1,0.2,0.63,12.43,-95.43,11.89,6.0
75,0.47,-0.14,0.29,0.57,-16.71,-109.05,9.46,6.0
76,0.32,-0.13,0.52,0.63,-14.21,-99.03,11.89,6.0
77,0.19,-0.08,0.61,0.64,0.51,-83.04,13.19,6.0
78,0.15,-0.09,0.73,0.75,14.25,-76.11,17.19,6.0
79,0.09,-0.04,0.88,0.89,15.22,-78.84,28.32,6.0
80,0.08,0.29,1.2,1.23,7.56,-73.91,15.62,6.0
81,0.04,-0.07,1.34,1.35,2.08,-39.57,-6.87,6.0
82,0.03,0.05,1.3,1.3,-0.27,-15.66,-0.74,6.0
83,0.03,0.03,1.3,1.3,-1.2,-6.8,-0.2,6.0
84,0.03,0.04,1.27,1.27,-3.28,-0.19,-1.94,6.0
85,0.02,0.02,1.25,1.25,-1.29,1.99,-0.18,6.0
86,0.02,0.03,1.24,1.24,3.87,0.72,-1.27,6.0
87,0.02,0.03,1.25,1.25,0.31,1.13,-0.77,6.0
88,0.02,0.03,1.23,1.23,0.28,1.74,-0.44,6.0
89,0.02,0.03,1.23,1.23,1.2,1.54,-0.79,6.0
90,0.02,0.03,1.24,1.24,0.58,1.2,-0.95,6.0
91,0.02,0.04,1.26,1.26,-0.69,2.88,-1.05,6.0
