,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,-0.09,0.16,1.11,1.12,-4.88,-0.21,-15.52,1.0
1,-0.06,0.11,1.14,1.15,32.5,9.01,-33.86,1.0
2,-0.03,0.17,1.05,1.07,65.17,-6.23,-23.29,1.0
3,-0.02,0.21,1.03,1.05,62.53,-4.02,-28.55,1.0
4,-0.16,0.11,1.03,1.05,37.78,5.38,-36.55,1.0
5,-0.09,0.01,1.11,1.11,15.28,34.75,-11.64,1.0
6,0.01,0.03,1.05,1.05,20.11,43.46,15.03,1.0
7,0.04,0.03,1.03,1.03,5.37,29.39,36.8,1.0
8,0.06,0.08,1.03,1.04,-0.76,14.61,37.05,1.0
9,-0.0,0.06,1.04,1.04,6.95,8.03,28.67,1.0
10,-0.18,0.04,1.08,1.09,13.54,4.32,23.5,1.0
11,0.12,0.14,1.02,1.03,29.83,4.6,10.32,1.0
12,-0.04,0.01,0.93,0.93,19.47,-6.86,1.38,1.0
13,-0.09,0.01,1.0,1.01,11.84,-14.02,5.29,1.0
14,0.08,0.07,0.95,0.96,-4.0,-9.44,6.8,1.0
15,-0.03,0.04,1.03,1.03,-14.2,-6.36,9.95,1.0
16,-0.03,0.09,1.0,1.01,-23.0,-8.12,20.31,1.0
17,-0.08,0.16,1.07,1.08,-21.88,12.0,7.21,1.0
18,0.18,0.15,0.96,0.99,-14.33,-5.24,-4.02,1.0
19,0.05,0.08,0.9,0.9,-44.29,-20.58,-2.01,1.0
20,-0.1,-0.02,1.0,1.0,-67.17,2.31,16.49,1.0
21,0.05,0.06,0.93,0.93,-100.96,8.23,27.07,1.0
22,0.01,0.01,0.97,0.97,-171.83,17.42,23.67,1.0
23,-0.12,0.06,1.06,1.07,-129.04,32.72,-26.93,1.0
24,-0.0,-0.02,0.95,0.95,33.53,66.74,-72.98,1.0
25,-0.23,-0.09,0.83,0.87,10.58,50.16,-60.25,1.0
26,0.18,0.16,0.89,0.92,-54.81,84.97,-86.1,1.0
27,0.51,-0.02,0.67,0.84,-116.48,106.7,-94.94,1.0
28,0.73,-0.13,0.27,0.79,-252.05,56.36,-34.51,1.0
29,1.3,1.14,-0.23,1.75,4.37,248.54,103.61,1.0
30,1.75,0.18,1.29,2.19,-252.05,-87.94,-118.47,7.0
31,0.62,0.32,0.44,0.83,222.64,83.4,-147.55,7.0
32,0.85,0.39,0.43,1.03,-60.46,59.3,-3.47,7.0
33,0.81,0.26,-0.01,0.85,-23.89,17.71,0.85,7.0
34,0.83,0.21,-0.01,0.86,0.53,-0.25,22.08,7.0
35,0.76,0.29,0.03,0.81,-1.42,-0.33,-4.43,7.0
36,0.82,0.31,0.02,0.88,2.37,-1.21,-0.66,7.0
37,0.81,0.31,0.02,0.87,-0.68,0.97,1.39,7.0
38,0.82,0.3,0.02,0.87,-1.34,0.84,-2.16,7.0
39,0.82,0.32,0.02,0.88,-21.01,15.19,-1.34,7.0
40,0.84,0.33,0.02,0.9,11.18,-8.06,-1.51,7.0
41,0.83,0.32,0.01,0.89,-9.89,7.2,-0.04,7.0
42,0.84,0.33,0.02,0.9,7.79,-5.51,-1.24,7.0
43,0.76,0.34,0.05,0.83,-2.84,2.82,21.8,7.0
44,0.92,0.24,-0.03,0.95,0.24,9.36,11.39,5.0
45,0.93,0.33,0.07,0.99,49.32,12.86,9.73,5.0
46,0.93,0.25,0.05,0.96,42.32,-4.1,-20.95,5.0
47,0.87,0.11,-0.04,0.88,11.39,-9.14,8.73,5.0
48,0.87,0.11,-0.0,0.88,1.57,-1.04,0.44,5.0
49,0.88,0.12,-0.0,0.89,-0.34,0.19,-0.63,5.0
50,0.89,0.12,0.01,0.9,-0.26,0.22,-0.76,5.0
51,0.89,0.12,0.0,0.89,-0.13,0.1,-0.67,5.0
52,0.89,0.12,0.0,0.9,-0.05,-0.36,-0.73,5.0
53,0.88,0.12,0.01,0.89,0.16,-1.57,-0.64,5.0
54,0.88,0.12,0.01,0.89,1.07,-2.89,-0.51,5.0
55,0.88,0.12,-0.0,0.88,-0.79,-1.53,-0.71,5.0
56,0.87,0.12,-0.02,0.88,-0.09,-1.95,-0.67,5.0
57,0.87,0.12,0.03,0.87,-1.05,-3.27,-1.91,5.0
58,0.85,0.1,-0.24,0.89,6.53,-25.37,1.01,6.0
59,0.8,0.09,-0.15,0.82,11.54,-57.0,0.38,6.0
60,0.7,0.1,-0.03,0.71,15.57,-77.32,2.63,6.0
61,0.6,0.08,0.08,0.61,18.74,-94.51,4.28,6.0
62,0.44,0.04,0.3,0.54,19.11,-96.45,4.7,6.0
63,0.35,0.04,0.45,0.57,19.01,-89.32,3.02,6.0
64,0.28,0.07,0.59,0.66,16.72,-74.64,18.52,6.0
65,-0.02,0.01,0.75,0.75,10.1,-66.76,13.07,6.0
66,0.05,0.05,0.87,0.87,7.4,-56.29,-4.08,6.0
67,0.03,0.01,0.93,0.93,6.69,-48.0,-2.63,6.0
68,0.02,0.04,1.04,1.04,5.32,-38.39,1.06,6.0
69,0.0,0.04,1.14,1.14,0.06,-29.38,11.11,6.0
