,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,-0.04,0.15,0.99,1.0,1.28,-5.29,-23.3,1.0
1,-0.02,0.12,1.03,1.04,0.22,-5.58,-47.68,1.0
2,-0.09,0.1,1.07,1.08,27.09,-9.65,-45.92,1.0
3,-0.1,0.03,1.02,1.03,23.9,14.72,-32.49,1.0
4,-0.16,-0.03,1.04,1.05,-7.71,22.37,-11.69,1.0
5,0.03,-0.07,1.04,1.04,-8.71,11.13,4.46,1.0
6,0.09,-0.04,1.06,1.06,12.7,20.52,14.36,1.0
7,0.17,-0.03,0.99,1.0,24.73,9.91,13.11,1.0
8,-0.12,-0.16,1.06,1.08,14.93,2.67,19.51,1.0
9,-0.12,-0.08,1.08,1.09,19.35,15.01,22.7,1.0
10,0.09,-0.04,1.03,1.04,28.41,25.6,12.1,1.0
11,-0.04,-0.07,0.95,0.96,17.45,6.93,5.77,1.0
12,0.0,-0.1,1.01,1.02,14.14,-9.96,4.4,1.0
13,0.09,0.02,0.92,0.93,7.47,2.63,16.88,1.0
14,0.09,-0.05,0.97,0.97,2.47,-6.12,18.85,1.0
15,-0.1,-0.01,0.97,0.98,5.35,-8.2,21.6,1.0
16,0.13,0.03,0.96,0.97,-8.82,7.56,10.65,1.0
17,0.01,-0.0,0.85,0.85,-28.94,-16.03,13.98,1.0
18,-0.18,-0.08,0.97,0.99,-53.66,-35.64,16.43,1.0
19,0.12,0.04,0.94,0.95,-71.3,-33.62,26.63,1.0
20,0.14,-0.03,0.99,1.0,-77.29,-17.07,32.78,1.0
21,-0.07,0.03,1.1,1.1,-69.12,-2.17,41.26,1.0
22,0.09,0.14,1.06,1.08,-170.06,14.14,-4.24,1.0
23,0.23,0.03,1.06,1.08,-252.05,71.81,-14.12,1.0
24,0.62,0.11,0.92,1.11,-2.52,200.09,-91.94,1.0
25,0.63,-0.06,0.36,0.73,-84.76,141.4,-30.09,1.0
26,0.87,0.21,0.98,1.33,-122.54,248.54,4.06,7.0
27,1.76,-0.02,0.73,1.91,-1.17,-5.13,-59.3,7.0
28,0.89,0.12,-0.15,0.91,8.86,4.05,-10.34,7.0
29,0.88,0.12,-0.0,0.89,0.12,0.31,-0.96,7.0
30,0.88,0.12,0.0,0.89,-0.2,0.14,-0.66,7.0
31,0.89,0.13,0.0,0.9,-1.36,-0.08,-0.78,7.0
32,0.88,0.12,0.0,0.88,0.71,-1.27,2.25,7.0
33,0.88,0.12,0.0,0.89,0.08,0.14,0.65,7.0
34,0.88,0.12,0.0,0.89,-0.21,0.49,-1.34,7.0
35,0.88,0.13,0.0,0.89,-0.23,0.31,-0.9,7.0
36,0.88,0.13,0.0,0.89,-0.36,0.26,-0.75,7.0
37,0.88,0.13,0.0,0.89,-0.01,0.16,-0.69,7.0
38,0.88,0.13,0.0,0.89,-0.23,0.21,-0.65,7.0
39,0.88,0.12,0.0,0.89,-0.07,0.14,-0.67,7.0
40,0.88,0.12,0.0,0.89,0.44,-0.11,-0.65,5.0
41,0.88,0.12,-0.0,0.89,0.19,-0.02,-0.58,5.0
42,0.88,0.13,-0.03,0.89,1.04,-2.12,-0.38,5.0
43,0.88,0.12,-0.06,0.89,0.42,-0.82,-0.73,5.0
44,0.87,0.12,-0.01,0.88,-0.78,-0.66,-0.42,5.0
45,0.88,0.12,0.02,0.88,-0.21,1.55,-0.78,5.0
46,0.88,0.12,-0.0,0.89,-0.17,0.27,-0.68,5.0
47,0.88,0.12,0.0,0.89,-0.06,0.13,-0.67,5.0
48,0.88,0.12,0.02,0.88,-0.27,-0.12,-0.6,5.0
49,0.88,0.12,0.02,0.88,-0.13,0.19,-0.6,5.0
50,0.88,0.11,-0.02,0.88,0.01,-0.05,-0.72,5.0
51,0.87,0.12,-0.01,0.88,0.33,1.42,-0.72,5.0
52,0.88,0.12,0.0,0.88,-0.1,0.79,-0.65,5.0
53,0.87,0.12,0.0,0.88,0.37,0.63,0.04,5.0
54,0.88,0.11,-0.02,0.88,-0.46,-0.47,-0.72,6.0
55,0.88,0.09,-0.12,0.89,1.82,-9.59,1.09,6.0
56,0.83,0.16,-0.13,0.85,7.27,-34.71,0.36,6.0
57,0.78,0.07,0.01,0.78,11.2,-51.47,1.31,6.0
58,0.68,0.01,0.03,0.68,13.21,-57.88,6.03,6.0
59,0.57,0.15,0.01,0.59,15.08,-73.88,5.09,6.0
60,0.47,0.02,0.18,0.51,16.78,-87.59,4.49,6.0
61,0.36,0.08,0.31,0.48,18.83,-90.9,4.35,6.0
62,0.25,0.03,0.47,0.53,19.27,-93.91,-0.67,6.0
63,0.16,-0.01,0.74,0.76,17.53,-87.02,1.42,6.0
