,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.02,-0.1,0.99,0.99,9.17,6.97,-3.67,1.0
1,0.03,-0.12,0.95,0.96,5.89,4.48,-0.46,1.0
2,0.03,-0.1,0.96,0.96,0.45,0.28,2.28,1.0
3,0.02,-0.07,0.95,0.96,-0.29,-1.05,2.06,1.0
4,-0.04,-0.02,0.94,0.94,-0.25,-7.45,-5.06,1.0
5,-0.06,0.05,0.92,0.93,-8.18,-22.34,-14.57,1.0
6,0.02,0.11,1.04,1.05,-10.52,-27.32,-13.08,1.0
7,-0.02,0.1,1.04,1.05,1.73,-7.52,-10.7,1.0
8,-0.04,0.04,1.04,1.05,14.61,0.77,-3.03,1.0
9,-0.08,-0.03,1.06,1.06,14.5,1.05,8.67,1.0
10,0.0,-0.03,1.07,1.07,13.48,13.16,23.71,1.0
11,-0.01,-0.05,1.04,1.05,15.67,27.17,35.59,1.0
12,0.07,-0.01,1.04,1.05,6.8,27.41,18.84,1.0
13,0.09,-0.04,0.9,0.91,2.47,13.79,11.92,1.0
14,0.02,-0.07,1.02,1.03,-4.31,7.4,7.96,1.0
15,0.06,-0.1,0.95,0.96,-13.41,-1.69,12.16,1.0
16,0.13,0.01,0.99,1.0,-21.57,-10.33,3.82,1.0
17,-0.12,-0.07,1.03,1.04,-22.39,12.54,-7.88,1.0
18,0.02,0.05,0.96,0.96,-10.02,6.84,-2.25,1.0
19,0.07,0.06,0.81,0.82,-33.58,-0.74,-14.21,1.0
20,-0.03,0.03,0.8,0.8,-104.82,0.08,-17.37,1.0
21,0.14,0.02,0.9,0.91,-161.83,7.08,-34.48,1.0
22,0.37,0.02,1.1,1.16,-174.67,-14.34,-29.63,1.0
23,0.09,-0.28,0.67,0.73,-53.62,59.2,-89.41,1.0
24,0.33,-0.05,0.58,0.67,-172.72,24.41,-56.05,1.0
25,0.8,0.21,0.53,0.98,-205.08,159.51,-16.47,1.0
26,0.91,0.3,1.0,1.39,-98.07,248.54,-4.57,7.0
27,0.99,-0.43,1.32,1.71,-199.73,16.21,32.55,7.0
28,1.03,-0.04,-0.74,1.27,100.39,13.15,-0.89,7.0
29,0.85,0.15,-0.14,0.88,5.19,0.18,5.99,7.0
30,0.88,0.12,-0.0,0.89,-0.01,0.17,-0.43,7.0
31,0.88,0.12,0.0,0.89,-0.25,0.22,-0.61,7.0
32,0.88,0.12,0.0,0.89,-0.2,-0.06,-0.6,7.0
33,0.88,0.13,0.0,0.89,-0.18,0.06,-0.63,7.0
34,0.88,0.13,0.0,0.89,-0.29,-0.25,-0.51,7.0
35,0.87,0.13,0.0,0.88,-3.35,-1.63,-1.78,7.0
36,0.88,0.12,0.0,0.89,0.32,0.39,-3.24,7.0
37,0.88,0.13,0.0,0.89,0.77,1.05,-1.15,7.0
38,0.88,0.12,0.0,0.89,-0.14,0.22,-0.75,7.0
39,0.88,0.12,0.0,0.89,-0.16,0.18,-0.69,7.0
40,0.88,0.12,0.0,0.89,-0.17,0.17,-0.65,7.0
41,0.88,0.12,0.0,0.89,-0.19,0.19,-0.68,7.0
42,0.88,0.12,0.0,0.89,-0.19,0.18,-0.66,5.0
43,0.88,0.12,0.0,0.89,-0.2,0.18,-0.64,5.0
44,0.88,0.12,0.0,0.89,-0.19,0.21,-0.65,5.0
45,0.88,0.12,0.0,0.89,-0.19,0.19,-0.65,5.0
46,0.88,0.12,0.0,0.89,-0.14,0.15,-0.65,5.0
47,0.88,0.12,0.0,0.89,-0.2,0.14,-0.63,5.0
48,0.88,0.12,0.0,0.89,-0.16,0.21,-0.63,5.0
49,0.88,0.13,0.0,0.89,-0.17,0.21,-0.64,5.0
50,0.88,0.12,0.01,0.89,-0.2,0.08,-0.96,5.0
51,0.89,0.12,0.0,0.89,-0.46,0.04,-3.92,5.0
52,0.88,0.12,0.0,0.89,-0.19,0.19,-0.82,6.0
53,0.88,0.12,0.0,0.89,-0.17,0.18,-0.68,6.0
54,0.88,0.12,0.0,0.89,-0.28,0.04,-0.63,6.0
55,0.88,0.12,0.0,0.89,-0.23,0.08,-0.63,6.0
56,0.88,0.12,0.0,0.89,-0.16,0.24,-0.65,6.0
57,0.88,0.12,0.0,0.89,-0.17,0.21,-0.65,6.0
58,0.88,0.12,0.0,0.89,-0.15,0.18,-0.64,6.0
59,0.88,0.12,0.0,0.89,-0.19,0.15,-0.63,6.0
60,0.89,0.13,-0.01,0.9,-0.64,0.69,-0.59,6.0
61,0.88,0.12,0.0,0.89,-0.1,0.18,-0.53,6.0
62,0.99,0.05,0.0,0.99,0.79,0.29,6.9,6.0
63,0.85,0.14,0.0,0.86,0.86,-0.33,3.55,6.0
64,0.91,0.07,-0.1,0.92,3.53,-5.06,34.63,6.0
65,0.7,0.25,-0.02,0.74,0.34,3.67,9.93,6.0
66,0.88,0.13,0.0,0.89,-0.2,0.3,-0.29,6.0
67,0.88,0.13,0.0,0.89,-0.16,0.2,-0.59,6.0
68,0.88,0.12,0.0,0.89,-0.2,0.18,-0.63,6.0
69,0.89,0.12,-0.0,0.89,0.5,-0.63,-0.41,6.0
70,0.87,-0.06,-0.3,0.92,-0.5,-12.95,11.98,6.0
71,0.84,0.19,-0.26,0.9,3.93,-80.2,-3.29,6.0
72,0.75,0.04,-0.02,0.75,6.11,-110.39,9.86,6.0
73,0.57,0.15,0.21,0.63,9.2,-113.8,15.45,6.0
